Domain_Name,Organization_Name
kv1afa.ap.nic.in,"Kendriya Vidyalaya - 1, Air Force Academy, Hyderabad"
kv1afsjodhpur.org,"Kendriya Vidyalaya No.1,  Air Force Station,  Jodhpur"
kv1alwar.org,"Kendriya Vidyalaya  No. 1, Alwar, Rajasthan"
kv1amritsar.org,"Kendriya Vidyalaya No.1, Amritsar Cantonment, Amritsar, Punjab"
kv1armyjodh.org,"Kendriya Vidyalaya No.1 Army, Jodhpur"
kv1bbsr.edu.in,"Kendriya Vidyalaya No.1, Bhubaneswar"
kv1bhopal.edu.in,"Kendriya Vidyalaya No.1, Bhopal, Madhya Pradesh"
kv1bokaro.org.in,"Kendriya Vidyalaya No. 1, Bokaro, Jharkhand"
kv1chandimandir.org,"Kendriya Vidyalaya No.1, Chandimandir Cantt, Panchkula"
kv1devlali.com,"Kendriya Vidyalaya No1 Devlali - Nashik, Maharashtra"
kv1dhanbad.org.in,"Kendriya Vidyalaya No. 1 Dhanbad, Jharkhand"
kv1gandhinagar.org,"Kendriya Vidyalaya Gandhinagar, Gujarat"
kv1golconda.edu.in,"Kendriya Vidyalaya No.1, Golconda, Hyderabad"
kv1gwalior.org,"Kendriya Vidyalaya No.1, Gwalior, Madhya Pradesh"
kv1jalahalli.org,"Kendriya Vidyalaya No 1 AFS Jalahalli, West Bangalore, Karnataka"
kv1jamnagar.edu.in,"Kendriya Vidyalaya No.1, A.F.S, Jamnagar, Gujarat"
kv1madurai.tn.nic.in,"Kendriya Vidyalaya No 1, Madurai, Tamil Nadu"
kv1mnglr.org,"Kendriya Vidyalaya No.1, Mangalore, Karnataka"
kv1nsbvizag.org,"Kendriya Vidyalaya 1, Nausenabagh, Visakhapatnam"
kv1palakkad.nic.in,"Kendriya Vidyalaya No.1 Palakkad, Kerala"
kv1patiala.org,"Kendriya Vidyalaya No.1, Patiala Cantonment, Punjab"
kv1portblair.org.in,"Kendriya Vidyalaya No.1, Port Blair, South Andaman"
kv1sagar.com,"Kendriya Vidyalaya No. 1 Sagar, Madhya Pradesh"
kv1sirsa.org,"Kendriya Vidyalaya, Air Force Station, Sirsa, Haryana"
kv1stcjabalpur.com,"Kendriya Vidyalaya KV 1STC, Jabalpur, Madhya Pradesh"
kv1tambaram.tn.nic.in,"Kendriya Vidyalaya No 1,AFS,Tambaram,Chennai, Tamil Nadu"
kv1tirupati.ap.nic.in,"Kendriya Vidyalaya No.1, Tirupati, Andhra Pradesh"
kv1udaipur.org,"Kendriya Vidyalaya No.1, Udaipur, Rajasthan"
kv1udhampur.org,"Kendriya Vidyalaya No.1 Udhampur, Jammu and Kashmir"
kv1uppal.edu.in,"Kendriya Vidyalaya No.1, Uppal, Hyderabad"
kv1vijayawada.org,"Kendriya Vidyalaya No.1 Vijayawada, Andhra Pradesh"
kv23brd.com,"Kendriya Vidyalaya 3BRD, AFS, Chandigarh"
kv25rohini.edu.in,"Kendriya Vidyalaya Sector - 25, Rohini, Delhi"
kv2afa.ac.in,"Kendriya Vidyalaya No.2, Air Force Academy, Dundigal, Hyderabad"
kv2afssuratgarh.org,"Kendriya Vidyalaya No.2, AFS, Suratgarh, Rajasthan"
kv2ahmedabad.org,"Kendriya Vidyala No. 2  Ahmedabad Cantonment, Gujarat"
kv2ajmer.org,"Kendriya Vidyalaya No. 2, Ajmer, Rajasthan"
kv2ambala.com,"Kendriya Vidyalaya, No.2 Ambala, Haryana"
kv2armapur.org,"Kendriya Vidyalaya No.2 Armapur, Uttar Pradesh"
kv2armybhuj.org,"Kendriya Vidyalaya No.2 Bhuj (Army), Gujarat"
kv2bpl.org,"Kendriya Vidyalaya No. 2, Bhopal, Madhya Pradesh"
kv2calicut.nic.in,"Kendriya Vidyalaya No 2, Kozhikode, Calicut"
kv2chhindwara.org,"Kendriya Vidyalaya NO.2 Chhindwara, Madhya  Pradesh"
kv2cpeitarsi.org,"Kendriya Vidyalaya No 2 C.P.E. Itarsi, Madhya Pradesh"
kv2delhicantt.org,"Kendriya Vidyalaya No 2, Delhi Cantonment, New Delhi"
kv2fbd.edu.in,"Kendriya Vidyalaya No.2 - Faridabad, Haryana"
kv2gcfjbp.edu.in,"Kendriya Vidyalaya, GCF No.2, Jabalpur, Madhya Pradesh"
kv2golconda.org,"Kendriya Vidyalaya No.2, Golconda, Hyderabad"
kv2indore.org,"Kendriya Vidyalaya No.2, Bijasan Tekari, Indore, Madhya Pradesh"
kv2jaipur.org,"Kendriya Vidyalaya No.2 Military Station, Jaipur, Rajasthan"
kv2jal.com,"Kendriya Vidayalaya, No.2, Jalandhar Cantonment, Punjab"
kv2jammu.in,"Kendriya Vidyalaya No.2,Jammu"
kv2kalpakkam.tn.nic.in,"Kendriya Vidyalaya No 2, Kalpakkam, Tamil Nadu"
kv2kkd.com,"Kendriya Vidyalaya, No-2, Air Force Station, Kalaikunda, Midnapur, West Bengal"
kv2kota.edu.in,"Kendriya Vidyalaya No.2, Kota, Rajasthan"
kv2kribhco.org.in,"Kendriya Vidyalaya No.2 Kribhco Township, Surat, Gujarat"
kv2langjingimphal.org,"Kendriya Vidyalaya No.2, Langjing - Imphal, Manipur"
kv2madurai.tn.nic.in,"Kendriya Vidyalaya, Tiruparankundram,  Madurai, Tamil Nadu"
kv2nsbvizag.org,"Kendriya Vidyalaya No.2 Nausenabagh, Visakhapatnam"
kv2portblair.org,"Kendriya Vidyalaya No.II Portblair, Andaman and Nicobar Islands"
kv2roorkee.org,"Kendriya Vidyalaya No.2, B.E.G and Centre, Roorkee, Uttarakhand"
kv2sagar.com,"Kendriya Vidyalaya Sagar No.2, Makronia Sagar, Madhya Pradesh"
kv2sirsa.org,"Kendriya Vidyalaya No.2 Sirsa, Haryana"
kv2svnagar.ap.nic.in,"Kendriya Vidyalaya, Sri vijaya Nagar, Visakhapatnam"
kv2tambaram.tn.nic.in,"Kendriya Vidyalaya No 2,AFS,Tambaram,Chennai, Tamil Nadu"
kv2tirupati.ap.nic.in,"Kendriya Vidyalaya No.2, CRS, Tirupati, Andhra Pradesh"
kv2uppal.ap.nic.in,"Kendriya Vidyalaya No.2, Uppal, Hyderabad"
kv2vasco.com,"Kendriya Vidyalaya No.2 Vasco, Goa"
kv2vijayawada.edu.in,"Kendriya Vidyalaya No.2 Vijayawada, Andhra Pradesh"
kv3agracantt.org,"Kendriya Vidyalaya No.-3, W.A.C. Lines, Agra, Uttar Pradesh"
kv3bathinda.com,"Kendriya Vidyalaya No. 3 AFS Bhisiana, Bathinda, Punjab"
kv3bokaro.org,"Kendriya Vidyalaya No.3 Bokaro, Jharkhand"
kv3chakeri.org,"Kendriya Vidyalaya No.3 Air Force Station, Kanpur, Uttar Pradesh"
kv3gwalior.org,"Kendriya Vidyalaya No-3 Morarcantt, Gwalior, Madhya Pradesh"
kv3jaipur.org,"Kendriya Vidyalaya No.3, Jaipur, Rajasthan"
kv3nalbikaner.org,"Kendriya Vidyalaya No3, Air Force Station, Nal, Bikaner, Rajasthan"
kv3pathankot.org,"Kendriya Vidyalaya No.3 Pathankot (Mamoon Cantt), Punjab"
kv3patiala.org,"Kendriya Vidyalaya No. 3 Patiala Cantonment, Punjab"
kv4ambala.org,"Kendriya Vidyalaya No.4 Ambala Cantonment, Haryana"
kv4gwalior.edu.in,"Kendriya Vidyalaya No.4 Maharajpur, Gwalior, Madhya Pradesh"
kv5bathinda.org.in,"Kendriya Vidyalaya No.5 Bathinda Cantt, Punjab"
kv5gwalior.org,"Kendriya Vidyalaya No.5, Gwalior, Madhya Pradesh"
kv5jaipur.org,"Kendriya Vidyalaya No.5, Jaipur, Rajasthan"
kv6jaipur.org,"Kendriya Vidyalaya No.6, Jaipur, Rajasthan"
kvaairangpuri.edu.in,"Kendriya Vidayalaya A.A.I, Rangpuri, New Delhi"
kvabohar.org,"Kendriya Vidyalaya Abohar, Punjab"
kvadoor.gov.in,"Kendriya Vidyalaya, Adoor, Pathanamthitta, Kerala"
kvafsakkulam.nic.in,"Kendriya Vidyalaya, Akkulam, Thiruvananthapuram, Kerala"
kvafsavadi.tn.nic.in,"Kendriya Vidyalaya, AFS, Avadi, Tamil Nadu"
kvafsbihta.org,"Kendriya Vidyalaya, AFS, Bihta, Bihar"
kvafsjorhat.ac.in,"Kendriya Vidyalaya AFS Jorhat, Assam"
kvajni.org.in,"Kendriya Vidyalaya, Ajni, Nagpur"
kvamclko.in,"Kendriya Vidyalaya AMC, Lucknow, Uttar Pradesh"
kvamla.com,"Kendriya Vidyalaya AFS Amla, Madhya Pradesh"
kvanantapur.ap.nic.in,"Kendriya Vidyalaya, Anantapur, Andhra Pradesh"
kvanantnag.org,"Kendriya Vidyalaya, Anantnag"
kvandrewsganj.edu.in,"Kendriya Vidyalaya, Andrews Ganj, New Delhi"
kvangul.org,"Kendriya Vidyalaya, Angul, Odisha"
kvankleshwar.com,"Kendriya Vidyalaya ONGC, Ankleshwar, Gujarat"
kvannanagar.tn.nic.in,"Kendriya Vidyalaya, Anna Nagar, Chennai, Tamil Nadu"
kvanupgarh.nic.in,"Kendriya Vidyalaya, BSF, Anupgarh, Rajasthan"
kvarakkonamone.tn.nic.in,"Kendriya Vidyalaya, Arakkonam, Tamil Nadu"
kvasc.kar.nic.in,"Kendriya Vidyalaya ASC and Centre No.1, Bangalore"
kvaurangabad.org,"Kendriya Vidyalaya Aurangabad, Maharashtra"
kvavikanagar.org,"Kendriya Vidyalaya, Avikanagar, Rajasthan"
kvavk.tn.nic.in,"Kendriya Vidyalaya, Aruvankadu, The Nilgiris, Tamil Nadu"
kvbaileyroadpatna.org,"Kendriya Vidyalaya No.2, Bailey Road, Patna"
kvbairagarh.org.in,"Kendriya Vidyalaya Bairagarh, Bhopal, Madhya Pradesh"
kvbalasore.org,"Kendriya Vidyalaya, Balasore, Odisha"
kvballygunge.org,"Kendriya Vidyalaya Ballygunge, Kolkata"
kvbamrauli.org,"Kendriya Vidyalaya, Bamrauli, Allahabad"
kvbaramulla.com,"Kendriya Vidyalaya Baramulla, Jammu and Kashmir"
kvbaran.nic.in,"Kendriya Vidyalaya, Baran, Rajasthan"
kvbargarh.org,"Kendriya Vidyalaya Bargarh, Odisha"
kvbaripada.edu.in,"Kendiya Vidyalaya, Baripada, Mayurbhanj, Odisha"
kvbarkuhi.nic.in,"Kendriya Vidyalaya, Barkuhi, Madhya Pradesh"
kvbeawar.org,"Kendriya Vidyalaya   Beawar, Rajasthan"
kvbegumpet.ap.nic.in,"Kendriya Vidyalaya, Begumpet, Hyderabad"
kvberhampur.edu.in,"Kendriya Vidyalaya Berhampur, Odisha"
kvbhakli.edu.in,"Kendriya Vidyalaya, Bhakli, Rewari, Haryana"
kvbhandup.edu.in,"Kendriya Vidyalaya, Bhandup, Maharashtra"
kvbharatpur.edu.in,"Kendriya Vidyalaya, Bharatpur, Rajasthan"
kvbhawanipatna.org,"Kendriya Vidyalaya Bhawanipatna, Kalahandi, Odisha"
kvbhel.org,"Kendriya Vidyalaya, BHEL Industrial Area, Jagdishpur, Uttar Pradesh"
kvbhilai.com,"Kendriya Vidyalaya B.M.Y., Bhilai, Chhattisgarh"
kvbhind.org,"Kendriya Vidyalaya, Bhind, Madhya Pradesh"
kvbhuvaranasi.org,"Kendriya Vidyalaya BHU, BHU Campus, Varanasi"
kvbijapur.ac.in,"Kendriya Vidyalaya Bijapur, Karnataka"
kvbilaspur.com,"Kendriya Vidyalaya,  Bilaspur, Chhattisgarh"
kvbn2.org,"Kendriya VidyalayaNo.2, Belgaum, Karnataka"
kvbndm.org,"Kendriya Vidyalaya, Bondamunda, Odisha"
kvbokajan.org,"Kendriya Vidyalaya CCI Bokajan, Assam"
kvbolarum.org,"Kendriya Vidyalaya, Bolarum, Andhra Pradesh"
kvbowenpally.edu.in,"Kendriya Vidyalaya, Bowenpally, Hyderabad"
kvbsfjodhpur.nic.in,"Kendriya Vidyalaya, BSF, Jodhpur, Rajasthan"
kvburdwan.net,"Kendriya Vidyalaya Burdwan, West Bengal"
kvcalicutone.nic.in,"Kendriya Vidyalaya No.1, Kozhikode, Calicut"
kvccl.org.in,"Kendriya Vidyalaya Central Coal Field, Ranchi"
kvchamera2.org,"Kendriya Vidyalaya NHPC Chamera-II, Karian, Chamba, Himachal Pradesh"
kvchapra.org,"Kendriya Vidyalaya, Chapra, Bihar"
kvchopan.com,"Kendriya Vidyalaya Chopan, Sonebhadra, Uttar Pradesh"
kvchuru.nic.in,"Kendriya Vidyalaya, Churu, Rajasthan"
kvclrichennai.tn.nic.in,"Kendriya Vidyalaya, CLRI, Chennai"
kvcme.org,"Kendriya Vidyalaya, College of Military Engineering (CME), Pune"
kvcmeridgp.org,"Kendriya Vidyalaya, CMERI Colony, Durgapur, West Bengal"
kvcodjabalpur.com,"Kendriya Vidyalaya, Jabalpur, Madhya Pradesh"
kvcoimbatore.tn.nic.in,"Kendriya Vidyalaya, Coimbatore, Tamil nadu"
kvcoochbehar.com,"Kendriya Vidyalaya, Cooch Behar, Kolkata, West Bengal"
kvcpcri.org,"Kendriya Vidyalaya No.2, Kasaragod, Kerala"
kvcrpfavadi.tn.nic.in,"Kendriya Vidyalaya, CRPF, Avadi, Chennai, Tamil Nadu"
kvcrpfdurgapur.com,"Kendriya Vidyalaya, C.R.P.F, Durgapur, West Bengal"
kvcrpfhyd.edu.in,"Kendriya Vidyalaya, CRPF, Hyderabad, Andhra Pradesh"
kvcrpfmokama.org,"Kendriya Vidyalaya, C.R.P.F. Mokamaghat, Bihar"
kvcrpfnagpur.org,"Kendriya Vidyalaya, CRPF Nagpur, Maharashtra"
kvcrpfpinjore.org,"Kendriya Vidyalaya, GC, CRPF, Pinjore, Haryana"
kvdamoh.edu.in,"Kendriya Vidyalaya, Damoh, Madhya Pradesh"
kvdanapurpatna.org,"Kendriya Vidyalaya, Danapur, Bihar"
kvdantewada.com,"Kendriya Vidyalaya, Dantewada, Chhattisgarh"
kvdc1.in,"Kendriya Vidyalaya No.1 Delhi Cantonment, New Delhi"
kvdeoli.org,"Kendriya Vidyalaya CISF Campus, Deoli, Rajasthan"
kvdgqachennai.tn.nic.in,"Kendriya Vidyalaya, DGQA, Chennai, Tamil Nadu"
kvdhana.edu.in,"Kendriya Vidyalaya, Dhana, Madhya Pradesh"
kvdhanpuri.com,"Kendriya Vidyalaya Dhanpuri, Madhya Pradesh"
kvdhar.org.in,"Kendriya Vidyalaya, Dhar, Madhya Pradesh"
kvdharmapuri.tn.nic.in,"Kendriya Vidyalaya, Dharmapuri, Tamil Nadu"
kvdharwad.ac.in,"Kendriya Vidyalaya, Dharwad, Karnataka"
kvdhenkanal.org,"Kendriya Vidyalaya , Dhenkanal, Odisha"
kvdhule.com,"Kendriya Vidyalaya, Dhule, Maharashtra"
kvdimapur.com,"Kendriya Vidyalaya, Dimapur, Nagaland"
kvdiu.org,"Kendriya Vidyalaya, Fudam, Diu"
kvdongargarh.com,"Kendriya Vidyalaya, Dongargarh, Chhattisgarh"
kvdonimalai.ac.in,"Kendriya Vidyalaya, Donimalai, Karnataka"
kvduliajan.org.in,"Kendriya Vidyalaya, Duliajan, Assam"
kvdungarpur.org,"Kendriya Vidyalaya Dungarpur, Rajasthan"
kveacuppershillong.org,"Kendriya Vidyalaya EAC, Upper Shillong, Meghalaya"
kveklinggarh.org,"Kendriya Vidyalaya 2, Eklinggarh, Udaipur, Rajasthan"
kvekm.gov.in,"Kendriya Vidyalaya Ernakulam, Kerala"
kvemailaram.edu.in,"Kendriya Vidyalaya EdduMailaram, Hyderabad"
kvemebrd.org,"Kendriya Vidyalaya No.2 EME Baroda, Gujarat"
kvfbd1.com,"Kendriya Vidyalaya No.1 Faridabad, Haryana"
kvgachibowli.edu.in,"Kendriya Vidyalaya, Gachibowli, Hyderabad"
kvgajapati.org,"Kendriya Vidyalaya , Gajapati, Odisha"
kvgandhigram.tn.nic.in,"Kendriya Vidyalaya, Gandhigram, Tamil Nadu"
kvgangapurcity.org,"Kendriya Vidyalaya Railway Colony, Gangapur, Rajasthan"
kvgangtok.org,"Kendriya Vidyalaya Gangtok, Sikkim"
kvgillnagarchennai.tn.nic.in,"Kendriya Vidyalaya, Gill Nagar, Chennai, Tamil Nadu"
kvgnrcrpf.org,"Kendriya Vidyalaya CRPF Campus, Gandhinagar, Gujarat"
kvgooty.ap.nic.in,"Kendriya Vidyalaya, Gooty, Andhra Pradesh"
kvgopalganj.org.in,"Kendriya Vidyalaya, Thawe, Gopalganj, Bihar"
kvgumla.org.in,"Kendriya Vidyalaya,Gumla, Jharkhand"
kvguntur.ap.nic.in,"Kendriya  Vidyalaya, Guntur, Andhra Pradesh"
kvgurgaon.edu.in,"Kendriya Vidyalaya, Sector - 14, Gurgaon"
kvhakimpet.ap.nic.in,"Kendriya Vidyalaya, AFS, Hakimpet, Hyderabad"
kvhappyvalley.com,Kendriya Vidyalaya Happy Valley Shillong
kvhasimara.edu.in,"Kendriya Vidyalaya Hasimara, West Bengal"
kvhassan.edu.in,"Kendriya Vidayalaya Hassan, Karnataka"
kvhebbal.ac.in,"Kendriya Vidyalaya Hebbal, Bangalore, Karnataka"
kvhimmatnagar.edu.in,"Kendriya Vidyalaya Himmat Nagar, Gujarat"
kvhinoo.org.in,"Kendriya Vidyalaya,  Hinoo, Ranchi, Jharkhand"
kvhiranagar.com,"Kendriya Vidyalaya, Hiranagar, Jammu and Kashmir"
kvhisarcantt.org,"Kendriya Vidyalaya Military Station, Hisar, Haryana"
kvhospet.ac.in,"Kendriya Vidyalaya Hospet, Karnataka"
kvhvfavadi.tn.nic.in,"Kendriya Vidyalaya, HVF, Avadi, Chennai, Tamil Nadu"
kvic.org.in,Khadi and Village Indutries Commission (KVIC)
kvichhanathsurat.com,"Kendriya Vidyalaya No.1, Ichhanath, Surat"
kvidukki.gov.in,"Kendriya Vidyalaya Idukki, Kerala"
kviim.org.in,"Kendriya Vidyalaya IIM, Lucknow"
kviitchennai.tn.nic.in,"Kendriya Vidyalaya IIT, Chennai Region, Tamil Nadu"
kviitguwahati.org,"Kendriya Vidyalaya IIT Guwahati, Assam"
kviitkgp.com,"Kendriya Vidyalaya, IIT Kharagpur, West Bengal"
kviitmumbai.in,"Kendriya Vidyalaya, I.I.T. Campus, Powai, Mumbai"
kvindunagar.com,"Kendriya Vidyalaya ,Ooty, Tamil Nadu"
kvinfjam.in,"Kendriya Vidyalaya No. 2, INF Lines, Jamnagar, Gujarat"
kvinsdronacharyacochin.nic.in,"Kendriya Vidyalaya, INS Dronacharya, Cochin"
kvinskalinga.ap.nic.in,"Kendriya Vidyalaya, INS Kalinga, Bheemunipatnam, Andhra Pradesh"
kvinsvalsura.org,"Kendriya Vidyalaya INS Valsura, Jamnagar,  Gujarat"
kviocbarauni.org,"Kendriya Vidyalaya No.2 IOC, Barauni, Bihar"
kvislandgrounds.tn.nic.in,"Kendriya Vidyalaya, Island Grounds, Chennai, Tamil Nadu"
kvitbp.org,"Kendriya Vidyalaya, ITBP, Seemadwar, Dehradun"
kvitbpkarera.org.in,"Kendriya Vidyalaya ITBP karera, Shivpuri, Madhya Pradesh"
kvjagdalpur.com,"Kendriya Vidyalaya Jagdalpur, Chhattisgarh"
kvjalgaon.com,"Kendriya Vidyalaya Jalgaon, Maharashtra"
kvjalipacantt.org,"Kendriya Vidyalaya Jalipa Cantonment, Barmer, Rajasthan"
kvjetpur.org,"Kendriya Vidyalaya Jetpur, Gujarat"
kvjhabua.org,"Kendriya Vidyalaya Jhabua, Madhya Pradesh"
kvjhajjar.edu.in,"Kendriya Vidyalaya, Jhajjar, Haryana"
kvjhalawar.org,"Kendriya Vidyalaya Jhalawar, Rajasthan"
kvjhalwa.org,"Kendriya Vidyalaya IIIT Jhalwa, Allahabad"
kvjharodakalan.edu.in,"Kendriya Vidyalaya, Jharodakalan, Delhi"
kvjharsuguda.com,"Kendriya Vidyalaya Jharsuguda, Odisha"
kvjhunjhunu.org,"Kendriya Vidyalaya Jhunjhunu, Rajasthan"
kvjindrah.edu.in,"Kendriya Vidyalaya Jindrah, Jammu and Kashmir"
kvjnu.org,"Kendriya Vidyalaya, JNU Campus, New Delhi"
kvjutoghcanttshimla.com,"Kendriya Vidyalaya, Jutogh Cantonment, shimla, Himachal Pradesh"
kvjyotipuram.org,"Kendriya Vidyalayas Jyotipuram, Jammu and Kashmir"
kvk.pravara.com,"Krishi Vigyan Kendra (KVK), Babhaleshwar, Maharashtra"
kvkahalgaon.com,"Kendriya Vidyalaya Deeptinagar, NTPC Kahalgaon, Bihar"
kvkailashahar.in,"Kendriya Vidyalaya, kailashahar, Tripura"
kvkaizawl.nic.in,"Krishi Vigyan Kendra, Central Agricultural University, Aizawl, Mizoram"
kvkalpakkamone.tn.nic.in,"Kendriya Vidyalaya No 1, Kalpakkam, Tamil Nadu"
kvkalpetta.org,"Kendriya Vidyalaya Munderi, Kalpetta, Kerala"
kvkamptee.edu.in,"Kendriya Vidyalaya, Kamptee, Maharashtra"
kvkanjikode.nic.in,"Kendriya Vidyalaya Kanjikode, Kerala"
kvkankarbaghpatna.org,"Kendriya Vidyalaya No.1 Kankarbagh, Patna, Bihar"
kvkanker.com,"Kendriya Vidyalaya Kanker, Chhattisgarh"
kvkanpurcantt.ac.in,"Kendriya Vidyalaya Kanpur Cantonment, Uttar Pradesh"
kvkaraikudi.tn.nic.in,Kendriya Vidyalaya Karaikudi
kvkarauli.org,"Kendriya Vidyalaya Karauli, Rajasthan"
kvkargil.ac.in,"Kendriya Vidyalaya Kargil, Jammu and Kashmir"
kvkarnal.org,"Kendriya Vidyalaya Karnal, Haryana"
kvkashipur.com,"Kendriya Vidyalaya Kashipur, Uttarakhand"
kvkathmandu.net,"Kendriya Vidyalaya, Kathmandu, Nepal"
kvkathua.edu.in,"Kendriya Vidyalaya Kathua, Jammu & Kashmir"
kvkbaramati.com,"Krishi Vigyan Kendra (KVK), Baramati, Maharashtra"
kvkcari.and.nic.in,"Krishi Vigyan Kendra (KVK), Port Blair, Andaman and Nicobar"
kvkdeoghar.gov.in,"Krishi Vigyan Kendra (KVK), Deoghar, Jharkhand"
kvkdimapur.nic.in,"Krishi Vigyan Kendra (KVK), Dimapur, Nagaland"
kvkdoda.nic.in,"Krishi Vigyan Kendra (KVK), Bhaderwah, Jammu and Kashmir"
kvkeastkameng.nic.in,"Krishi Vigyan Kendra (KVK), East Kameng, Pampoli, Arunachal Pradesh"
kvkeastsikkim.nic.in,"Krishi Vigyan Kendra (KVK), Sikkim"
kvkeylong.org,"Kendriya Vidyalaya Keylong, Himachal Pradesh"
kvkhailakandi.nic.in,"Krishi Vigyan Kendra (KVK), Hailakandi, Assam"
kvkhajuwala.org,"Kendriya Vidyalaya B.S.F, Khajuwala, Rajasthan"
kvkhanapara.org,"Kendriya Vidyalaya Khanapara, Guwahati, Assam"
kvkhurdaroad.org,"Kendriya Vidyalaya  Khurda Road, Odisha"
kvkirandul.com,"Kendriya Vidyalaya Kirandul, Chhattisgarh"
kvkishtwar.ac.in,"Kendriya Vidyalaya, Kishtwar"
kvkkathua.gov.in,"Krishi Vigyan Kendra, Kathua, SKUAST, Jammu"
kvknorthsikkim.gov.in,"Krishi Vigyan Kendra Pentok, Mangan, Sikkim"
kvknorthtripura.nic.in,"Krishi Vigyan Kendra (KVK), North Tripura, Panisagar"
kvkokrajhar.org,"Kendriya Vidyalaya, Kokrajhar, Assam"
kvkollam.gov.in,"Kendriya Vidyalaya Kollam, Kerala"
kvkpoonch.nic.in,"Krishi Vigyan Kendra, Poonch, Jammu and kashmir"
kvkrajouri.nic.in,"Krishi Vigyan Kendra (KVK),  Rajouri, Jammu and Kashmir"
kvkreasi.nic.in,"Krishi Vigyan Kendra (KVK), Reasi, Jammu and Kashmir"
kvkribhoi.nic.in,"Krishi Vigyan Kendra, Ri-Bhoi, Meghalaya"
kvktawang.nic.in,"Krishi Vigyan Kendra, Tawang"
kvkunjaban.in,"Kendriya Vidyalaya No.1 Kunjaban, Agartala, Tripura"
kvkurnool.ap.nic.in,"Kendriya Vidyalaya, Kurnool, Andhra Pradesh"
kvkusmunda.com,"Kendriya Vidyalaya Korba Kusumunda, Chhattisgarh"
kvkwestgarohills.nic.in,"Krishi Vigyan Kendra(KVK), West Garo Hills, Meghalaya"
kvkwokha.nic.in,"Krishi Vigyan Kendra (KVK), Wokha, Nagaland"
kvlakhanpur.in,"Kendriya Vidyalaya, Lakhanpur"
kvlakhisarai.bih.nic.in,"Kendriya Vidyalaya Lakhisarai, Bihar"
kvlamphel.in,"Kendriya Vidyalaya No.1 Lamphelpat, Imphal, Manipur"
kvleh.org,"Kendriya Vidyalaya, Leh"
kvlekhapani.org,"Kendriya Vidyalaya Lekhapani, Assam"
kvlpeak.org,"Kendriya Vidyalaya, Laitkor Peak, Shillong"
kvlunglei.com,"Kendriya Vidayalaya, Lunglei, Mizoram"
kvmachilipatnam.edu.in,"Kendriya Vidyalaya, Machilipatnam, Andhra Pradesh"
kvmahasamund.com,"Kendriya Vidyalaya Mahasamund, Chhattisgarh"
kvmahe.com,"Kendriya Vidyalaya Mahe, Kerala"
kvmaithon.org.in,"Kendriya Vidyalaya Maithon Dam, Jharkhand"
kvmalappuram.gov.in,"Kendriya Vidyalaya Malappuram, Kerala"
kvmaligaon.org,"Kendriya Vidyalaya NF Railway Maligaon, Assam"
kvmalkangiri.org.in,"Kendriya Vidyalaya Malkangiri, Chhattisgarh"
kvmalkapuram.org,"Kendriya Vidyalaya, Malkapuram, Visakhapatnam"
kvmandapam.tn.nic.in,"Kendriya Vidyalaya,  Mandapam, Tamilnadu"
kvmandla.com,"Kendriya Vidyalaya Mandla, Madhya Pradesh"
kvmandovi.org,"Kendriya Vidyalaya, INS Mandovi Goa"
kvmankhurd.org,"Kendriya Vidyalaya, Mankhurd, Mumbai"
kvmanmad.org,"Kendriya Vidyalaya Manmad, Maharashtra"
kvmb.net,"Kendriya Vidyalaya, Malleswaram, Karnataka"
kvmbr.org,"Kendriya Vidyalaya, Meghahatuburu, West Singhbhum, Jharkhand"
kvmeg.net,"Kendriya Vidyalaya MEG, Bangalore"
kvmgrly.org,"Kendriya Vidyalay Railway Colony, M G Colony, Bangalore"
kvmiao.in,"Kendriya Vidyalaya Miao, Arunachal Pradesh"
kvminambakkam.tn.nic.in,"Kendriya Vidyalaya, Minambakkam, Tamilnadu"
kvmiransahib.ac.in,"Kendriya Vidyalaya, Miran Sahib, Jammu & Kashmir"
kvmissamari.edu.in,"Kendriya Vidyalaya Missamari, Assam"
kvmohanbari.org.in,"Kendriya Vidyalaya, AFS, Mohanbari, Assam"
kvmotihari.org,"Kendriya Vidyalaya, Motihari, Bihar"
kvmountabu.org,"Kendriya Vidyalaya, Internal Security Academy (CRPF), Mount Abu, Rajasthan"
kvmudkhed.com,"Kendriya Vidyalaya CRPF MudKhed, Nanded, Maharashtra"
kvmughalsarai.org,"Kendriya Vidyalaya Mughalsarai, Uttar Pradesh"
kvmuzaffarpur.org,"Kendriya Vidyalaya Muzaffarpur, Bihar"
kvmysore.org,"Kendriya Vidyalaya Mysore, Karnataka"
kvnadaun.org,"Kendriya Vidyalaya Nadaun, Himachal Pradesh"
kvnadvizag.ap.nic.in,"Kendriya Vidyalaya, NAD, Visakhapatnam, Andhra Pradesh"
kvnagaon.edu.in,"Kendriya Vidyalaya, Nagaon, Assam"
kvnagercoil.tn.nic.in,"Kendriya Vidyalaya, Konam, Nagercoil, Tamilnadu"
kvnagrota.org,"Kendriya Vidyalaya,Nagrota, Jammu and Kashmir"
kvnal.edu.in,"Kendriya Vidyalaya , NAL campus, Bangalore"
kvnarangi.ac.in,"Kendriya Vidyalaya Narangi, Maharashtra"
kvnarsinghpur.com,"Kendriya Vidyalaya Narsinghpur, Madhya Pradesh"
kvnasirabad.org,"Kendriya Vidyalaya Nasirabad, Rajasthan"
